id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Romance,Animation,Comedy,Family,Musical,Mystery,Western,Drama,History,Sport,Crime,Horror,War,Biography,Music,Game-Show,Reality-TV,News,Short,Film-Noir
2831,Alejandro Amenábar,125,Belén Rueda,Lola Dueñas,2086345,The Sea Inside,64556,Tamar Novas,http://www.imdb.com/title/tt0369702/?ref_=fn_tt_tt_1,140,Spanish,Spain,PG-13,10000000,2004,8.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2832,Jonathan Glazer,108,Scarlett Johansson,Paul Brannigan,2605039,Under the Skin,85022,Alison Chand,http://www.imdb.com/title/tt1441395/?ref_=fn_tt_tt_1,616,English,UK,R,-1,2013,6.3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2833,Barry Levinson,121,Robin Williams,J.T. Walsh,123922370,Good Morning  Vietnam,98348,Bruno Kirby,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,131,English,USA,R,13000000,1987,7.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
2834,Hyung-rae Shim,100,Jason Mewes,Stephanie Danielson,163591,The Last Godfather,912,Michael Rispoli,http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1,17,English,South Korea,PG-13,13400000,2010,3.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,Jon M. Chu,115,Usher Raymond,Sean Kingston,73000942,Justin Bieber: Never Say Never,74351,Boys II Men,http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1,233,English,USA,G,13000000,2011,1.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2836,Darren Aronofsky,108,Natalie Portman,Mila Kunis,106952327,Black Swan,551363,Mark Margolis,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,1140,English,USA,R,13000000,2010,8.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2837,José Padilha,117,Gary Oldman,Abbie Cornish,58607007,RoboCop,182910,Jennifer Ehle,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1,630,English,USA,PG-13,100000000,2014,6.2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2838,Francis Ford Coppola,220,Robert De Niro,Al Pacino,57300000,The Godfather: Part II,790926,Robert Duvall,http://www.imdb.com/title/tt0071562/?ref_=fn_tt_tt_1,650,English,USA,R,13000000,1974,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2839,Thomas Carter,112,Sean Patrick Thomas,Terry Kinney,91038276,Save the Last Dance,47876,Fredro Starr,http://www.imdb.com/title/tt0206275/?ref_=fn_tt_tt_1,320,English,USA,PG-13,13000000,2001,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2840,Renny Harlin,99,Tuesday Knight,Rodney Eastman,49369900,A Nightmare on Elm Street 4: The Dream Master,36108,Brooke Bundy,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,260,English,USA,R,7000000,1988,5.7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2841,Patricia Riggen,109,Jennifer Garner,Brighton Sharbino,61693523,Miracles from Heaven,6276,Martin Henderson,http://www.imdb.com/title/tt4257926/?ref_=fn_tt_tt_1,55,English,USA,PG,13000000,2016,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2842,Danny Leiner,83,Jennifer Garner,Mary Lynn Rajskub,46729374,Dude  Where's My Car?,116625,Marla Sokoloff,http://www.imdb.com/title/tt0242423/?ref_=fn_tt_tt_1,469,English,USA,PG-13,13000000,2000,5.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,Christopher Cain,107,Jack Palance,Patrick Wayne,44726644,Young Guns,42614,Brian Keith,http://www.imdb.com/title/tt0096487/?ref_=fn_tt_tt_1,120,English,USA,R,13000000,1988,6.8,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
2844,Theodore Melfi,102,Bill Murray,Naomi Watts,44134898,St. Vincent,72803,Reg E. Cathey,http://www.imdb.com/title/tt2170593/?ref_=fn_tt_tt_1,171,English,USA,PG-13,13000000,2014,7.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2845,Steve Pink,100,Joe Lo Truglio,Regina Hall,48637684,About Last Night,16979,Bryan Callen,http://www.imdb.com/title/tt1826590/?ref_=fn_tt_tt_1,42,English,USA,R,12500000,2014,6.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2846,Gil Junger,97,Joseph Gordon-Levitt,Heath Ledger,38176108,10 Things I Hate About You,222099,Andrew Keegan,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1,549,English,USA,PG-13,16000000,1999,7.2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2847,Ed Decter,92,Zooey Deschanel,Eddie Griffin,28972187,The New Guy,28805,Gene Simmons,http://www.imdb.com/title/tt0241760/?ref_=fn_tt_tt_1,159,English,USA,PG-13,13000000,2002,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2848,Gene Quintano,84,Jon Lovitz,Lin Shaye,27979400,Loaded Weapon 1,37611,Bill Nunn,http://www.imdb.com/title/tt0107659/?ref_=fn_tt_tt_1,72,English,USA,PG-13,8200000,1993,6.1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2849,Jaume Collet-Serra,86,Óscar Jaenada,Brett Cullen,54257433,The Shallows,12983,Sedona Legge,http://www.imdb.com/title/tt4052882/?ref_=fn_tt_tt_1,139,English,USA,PG-13,17000000,2016,6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2850,Eric Bress,120,Logan Lerman,Eric Stoltz,23947,The Butterfly Effect,357579,Cameron Bright,http://www.imdb.com/title/tt0289879/?ref_=fn_tt_tt_1,1100,English,USA,R,13000000,2004,7.7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2851,Chris Koch,89,Chris Elliott,Mark Webber,60008303,Snow Day,9285,Jean Smart,http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1,91,English,USA,PG,13000000,2000,4.9,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2852,Preston A. Whitmore II,117,Mekhi Phifer,Chris Brown,49121934,This Christmas,6528,Loretta Devine,http://www.imdb.com/title/tt0937375/?ref_=fn_tt_tt_1,32,English,USA,PG-13,13000000,2007,6.1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2853,Bob Clark,97,Kathleen Turner,Dom DeLuise,27141959,Baby Geniuses,19547,Ruby Dee,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,168,English,USA,PG,18000000,1999,2.5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2854,Kirk Wong,91,Bokeem Woodbine,Elliott Gould,27052167,The Big Hit,24834,Antonio Sabato Jr.,http://www.imdb.com/title/tt0120609/?ref_=fn_tt_tt_1,168,English,USA,R,13000000,1998,6.1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2855,Bronwen Hughes,100,Gregory Smith,Eartha Kitt,26539321,Harriet the Spy,7984,Charlotte Sullivan,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,42,English,USA,PG,13000000,1996,5.9,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2856,John Lafia,72,Jenny Agutter,Beth Grant,28501605,Child's Play 2,31371,Greg Germann,http://www.imdb.com/title/tt0099253/?ref_=fn_tt_tt_1,166,English,USA,R,13000000,1990,5.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2857,Sam Miller,84,Leslie Bibb,Kate del Castillo,52543632,No Good Deed,12676,Henry Simmons,http://www.imdb.com/title/tt2011159/?ref_=fn_tt_tt_1,84,English,USA,PG-13,13200000,2014,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2858,Frank Darabont,126,Toby Jones,Alexa Davalos,25592632,The Mist,220475,Jeffrey DeMunn,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1,1066,English,USA,R,18000000,2007,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2859,Alex Garland,108,Elina Alminas,Sonoya Mizuno,25440971,Ex Machina,289508,Corey Johnson,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,611,English,UK,R,15000000,2015,7.7,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2860,Spike Jonze,112,Willie Garson,Orson Bean,22858926,Being John Malkovich,254404,Mary Kay Place,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,840,English,USA,R,13000000,1999,7.8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2861,Mark Brown,90,Mo'Nique,Vivica A. Fox,22235901,Two Can Play That Game,4339,Tamala Jones,http://www.imdb.com/title/tt0269341/?ref_=fn_tt_tt_1,31,English,USA,R,6000000,2001,6.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862,Dave Green,91,Teo Halm,Ella Wahlestedt,38916903,Earth to Echo,15664,Jason Gray-Stanford,http://www.imdb.com/title/tt2183034/?ref_=fn_tt_tt_1,149,English,USA,PG,13000000,2014,5.8,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2863,John Stockwell,135,Kirsten Dunst,Jay Hernandez,16929123,Crazy/Beautiful,21406,Rolando Molina,http://www.imdb.com/title/tt0250224/?ref_=fn_tt_tt_1,169,English,USA,PG-13,14000000,2001,6.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2864,Clint Eastwood,141,Yuki Matsuzaki,Kazunari Ninomiya,13753931,Letters from Iwo Jima,132149,Shidô Nakamura,http://www.imdb.com/title/tt0498380/?ref_=fn_tt_tt_1,316,Japanese,USA,R,19000000,2006,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2865,Michael Polish,104,J.K. Simmons,Virginia Madsen,10996440,The Astronaut Farmer,19707,Bruce Dern,http://www.imdb.com/title/tt0469263/?ref_=fn_tt_tt_1,128,English,USA,PG,13000000,2006,6.3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2866,Daisy von Scherler Mayer,84,LL Cool J,Jada Pinkett Smith,8026971,Woo,1520,Dave Chappelle,http://www.imdb.com/title/tt0120531/?ref_=fn_tt_tt_1,20,English,USA,R,13000000,1998,3.8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867,Lenny Abrahamson,118,Joan Allen,Jacob Tremblay,14677654,Room,161288,Cas Anvar,http://www.imdb.com/title/tt3170832/?ref_=fn_tt_tt_1,351,English,Ireland,R,13000000,2015,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2868,Bob Saget,82,Don Rickles,Jack Warden,9975684,Dirty Work,20033,Traylor Howard,http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1,117,English,Canada,PG-13,13000000,1998,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2869,John Waters,95,Kathleen Turner,Sam Waterston,7881335,Serial Mom,21212,Traci Lords,http://www.imdb.com/title/tt0111127/?ref_=fn_tt_tt_1,107,English,USA,R,13000000,1994,6.7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2870,Andrew Fleming,94,Ryan Reynolds,Will Ferrell,6241697,Dick,16059,Kirsten Dunst,http://www.imdb.com/title/tt0144168/?ref_=fn_tt_tt_1,210,English,France,PG-13,13000000,1999,6.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2871,Niels Arden Oplev,88,Michael Nyqvist,David Dencik,-1,Del 1 - Män som hatar kvinnor,335,Lena Endre,http://www.imdb.com/title/tt1639008/?ref_=fn_tt_tt_1,-1,Swedish,Sweden,Unknown,-1,1900,8.1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2872,Craig Bolotin,99,Rosario Dawson,Vanessa Williams,5871603,Light It Up,3116,Robert Ri'chard,http://www.imdb.com/title/tt0172726/?ref_=fn_tt_tt_1,39,English,USA,R,13000000,1999,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2873,Mark Christopher,121,Salma Hayek,Ellen Albertini Dow,16574731,54,27675,Sela Ward,http://www.imdb.com/title/tt0120577/?ref_=fn_tt_tt_1,181,English,USA,R,13000000,1998,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2874,Blair Hayes,84,Jake Gyllenhaal,Geoffrey Arend,5002310,Bubble Boy,25541,Marley Shelton,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,181,English,USA,PG-13,13000000,2001,5.6,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2875,Jez Butterworth,93,Mark Gatiss,Mathieu Kassovitz,4919896,Birthday Girl,21530,Ben Chaplin,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,159,English,UK,R,13000000,2001,6.1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2876,Jon Lucas,93,Justin Chon,Josie Loren,25675765,21 & Over,60407,Sarah Wright,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,84,English,USA,R,13000000,2013,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877,Olivier Assayas,120,Steve Buscemi,Miranda Richardson,4857376,Paris  je t'aime,63084,Catalina Sandino Moreno,http://www.imdb.com/title/tt0401711/?ref_=fn_tt_tt_1,123,French,France,R,13000000,2006,7.3,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2878,Rod Lurie,112,Harry Lennix,Kathryn Morris,3169424,Resurrecting the Champ,18442,Peter Coyote,http://www.imdb.com/title/tt0416185/?ref_=fn_tt_tt_1,59,English,USA,PG-13,13000000,2007,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2879,Paul Weitz,107,Tina Fey,Sarita Choudhury,18004225,Admission,28573,Christopher Evan Welch,http://www.imdb.com/title/tt1814621/?ref_=fn_tt_tt_1,87,English,USA,PG-13,13000000,2013,5.7,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2880,Patrice Leconte,112,Emir Kusturica,Daniel Auteuil,3058380,The Widow of Saint-Pierre,4767,Yves Jacques,http://www.imdb.com/title/tt0191636/?ref_=fn_tt_tt_1,69,French,France,R,100000000,2000,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2881,Atom Egoyan,96,Liam Neeson,Meghan Heffern,3074838,Chloe,56264,Natalie Lisinska,http://www.imdb.com/title/tt1352824/?ref_=fn_tt_tt_1,166,English,USA,R,11000000,2009,6.3,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2882,Paul Mazursky,91,Chazz Palminteri,Ryan O'Neal,2104000,Faithful,1595,Paul Mazursky,http://www.imdb.com/title/tt0116269/?ref_=fn_tt_tt_1,19,English,USA,R,13000000,1996,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2883,Jim Sheridan,105,Natalie Portman,Jake Gyllenhaal,28501651,Brothers,88037,Ethan Suplee,http://www.imdb.com/title/tt0765010/?ref_=fn_tt_tt_1,201,English,USA,R,26000000,2009,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2884,Sidney Lumet,125,Peter Dinklage,Vin Diesel,1172769,Find Me Guilty,28068,Alex Rocco,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,108,English,Germany,R,13000000,2006,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2885,Stephen Chbosky,102,Logan Lerman,Ezra Miller,17738570,The Perks of Being a Wallflower,351274,Kate Walsh,http://www.imdb.com/title/tt1659337/?ref_=fn_tt_tt_1,457,English,USA,PG-13,13000000,2012,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2886,Jon Hess,87,Burt Young,Ian Gomez,1200000,Excessive Force,922,Thomas Ian Griffith,http://www.imdb.com/title/tt0104215/?ref_=fn_tt_tt_1,23,English,USA,R,3000000,1993,5.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887,Douglas McGrath,118,Toby Jones,Isabella Rossellini,1150403,Infamous,14143,Hope Davis,http://www.imdb.com/title/tt0420609/?ref_=fn_tt_tt_1,102,English,USA,R,13000000,2006,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2888,Michael Winterbottom,115,Milla Jovovich,Sarah Polley,403932,The Claim,5254,Shirley Henderson,http://www.imdb.com/title/tt0218378/?ref_=fn_tt_tt_1,92,English,UK,R,20000000,2000,6.5,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2889,Mark Neveldine,91,Djimon Hounsou,Alison Lohman,1712111,The Vatican Tapes,7199,Dougray Scott,http://www.imdb.com/title/tt1524575/?ref_=fn_tt_tt_1,53,English,USA,PG-13,8495000,2015,4.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2890,Joe Cornish,88,John Boyega,Luke Treadaway,1024175,Attack the Block,82331,Jodie Whittaker,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,297,English,UK,R,13000000,2011,6.6,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2891,Angelina Jolie Pitt,127,Jelena Jovanova,Nikola Djuricko,301305,In the Land of Blood and Honey,31414,Branko Djuric,http://www.imdb.com/title/tt1714209/?ref_=fn_tt_tt_1,180,Bosnian,USA,R,13000000,2011,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2892,Brad Anderson,94,Michael Imperioli,Tara Platt,51872378,The Call,88241,Roma Maffia,http://www.imdb.com/title/tt1911644/?ref_=fn_tt_tt_1,266,English,USA,R,13000000,2013,6.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2893,John H. Lee,115,Liam Neeson,Dean Dawson,31662,Operation Chromite,90,Jung-jae Lee,http://www.imdb.com/title/tt4939066/?ref_=fn_tt_tt_1,1,English,South Korea,Unknown,12620000,2016,6.8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
2894,John Stainton,90,Steve Irwin,Aden Young,28399192,The Crocodile Hunter: Collision Course,5663,Steve Bastoni,http://www.imdb.com/title/tt0305396/?ref_=fn_tt_tt_1,106,English,Australia,PG,13000000,2002,5.4,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2895,Glenn Ficarra,102,Dameon Clarke,Louis Herthum,2035566,I Love You Phillip Morris,77305,Annie Golden,http://www.imdb.com/title/tt1045772/?ref_=fn_tt_tt_1,162,English,France,R,13000000,2009,6.6,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2896,Jean-Jacques Annaud,100,Rae Dawn Chong,Everett McGill,-1,Quest for Fire,16281,Gary Schwartz,http://www.imdb.com/title/tt0082484/?ref_=fn_tt_tt_1,96,None,Canada,R,12500000,1981,7.4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2897,Denzel Washington,117,Denzel Washington,Kevin Connolly,21078145,Antwone Fisher,26493,Derek Luke,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,159,English,USA,PG-13,12500000,2002,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2898,Michael Hoffman,109,Gabriel Millman,Embeth Davidtz,14060950,The Emperor's Club,14354,Rob Morrow,http://www.imdb.com/title/tt0283530/?ref_=fn_tt_tt_1,139,English,USA,PG-13,12500000,2002,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2899,Tony Scott,121,Brad Pitt,Gary Oldman,12281500,True Romance,163492,Michael Rapaport,http://www.imdb.com/title/tt0108399/?ref_=fn_tt_tt_1,460,English,USA,R,13000000,1993,8.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2900,Benedek Fliegauf,111,Eva Green,Matt Smith,-1,Womb,9957,Hannah Murray,http://www.imdb.com/title/tt1216520/?ref_=fn_tt_tt_1,35,English,Germany,Unrated,3660000,2010,6.4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2901,James Foley,100,Kevin Spacey,Al Pacino,10725228,Glengarry Glen Ross,75675,Jude Ciccolella,http://www.imdb.com/title/tt0104348/?ref_=fn_tt_tt_1,365,English,USA,R,12500000,1992,7.8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2902,Michael Winterbottom,109,Liam Aiken,Ned Beatty,214966,The Killer Inside Me,28483,Jay R. Ferguson,http://www.imdb.com/title/tt0954947/?ref_=fn_tt_tt_1,176,English,USA,R,13000000,2010,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2903,Paul Schrader,93,Ed Begley Jr.,Ruby Dee,-1,Cat People,14193,John Heard,http://www.imdb.com/title/tt0083722/?ref_=fn_tt_tt_1,106,English,USA,R,18000000,1982,6.1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2904,Stewart Hendler,101,Julian Morris,Margo Harshman,11956207,Sorority Row,24012,Rumer Willis,http://www.imdb.com/title/tt1232783/?ref_=fn_tt_tt_1,126,English,USA,R,16000000,2009,5.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2905,John Cromwell,101,David Niven,Mary Astor,-1,The Prisoner of Zenda,3256,Ronald Colman,http://www.imdb.com/title/tt0029442/?ref_=fn_tt_tt_1,44,English,USA,Approved,-1,1937,7.8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2906,Craig Gillespie,106,Ryan Gosling,Kelli Garner,5949693,Lars and the Real Girl,114762,Paul Schneider,http://www.imdb.com/title/tt0805564/?ref_=fn_tt_tt_1,299,English,USA,PG-13,12000000,2007,7.4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2907,Mark Herman,94,Richard Johnson,Sheila Hancock,9030581,The Boy in the Striped Pajamas,132386,Cara Horgan,http://www.imdb.com/title/tt0914798/?ref_=fn_tt_tt_1,398,English,UK,PG-13,12500000,2008,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2908,Lars von Trier,140,Catherine Deneuve,Udo Kier,4157491,Dancer in the Dark,79330,Björk,http://www.imdb.com/title/tt0168629/?ref_=fn_tt_tt_1,690,English,Denmark,R,12800000,2000,8.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2909,Gillian Armstrong,132,Tom Wilkinson,Richard Roxburgh,1508689,Oscar and Lucinda,5648,Clive Russell,http://www.imdb.com/title/tt0119843/?ref_=fn_tt_tt_1,50,English,USA,R,16000000,1997,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2910,Abel Ferrara,99,Isabella Rossellini,Vincent Gallo,1227324,The Funeral,6921,Gretchen Mol,http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1,48,English,USA,R,12500000,1996,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2911,Brian Koppelman,90,Jenna Fischer,David Costabile,4360548,Solitary Man,13371,Richard Schiff,http://www.imdb.com/title/tt1294213/?ref_=fn_tt_tt_1,60,English,USA,R,15000000,2009,6.4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2912,Ethan Maniquis,105,Robert De Niro,Don Johnson,26589953,Machete,165792,Cheech Marin,http://www.imdb.com/title/tt0985694/?ref_=fn_tt_tt_1,392,English,USA,R,10500000,2010,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2913,George Hickenlooper,108,Kevin Spacey,Eric Schweig,1039869,Casino Jack,14757,Christian Campbell,http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1,51,English,Canada,R,15000000,2010,6.2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
2914,Don Bluth,69,Judith Barsi,Gabriel Damon,48092846,The Land Before Time,61753,Bill Erwin,http://www.imdb.com/title/tt0095489/?ref_=fn_tt_tt_1,133,English,USA,G,12500000,1988,7.3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2915,Je-kyu Kang,148,Min-sik Choi,Bin Won,1110186,Tae Guk Gi: The Brotherhood of War,31943,Dong-gun Jang,http://www.imdb.com/title/tt0386064/?ref_=fn_tt_tt_1,224,Korean,South Korea,R,12800000,2004,8.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
