id,director_name,duration,actor_1_name,actor_2_name,gross,movie_title,num_voted_users,actor_3_name,movie_imdb_link,imdb_id,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,poster,isNominated,totalNominations,BestDirector,BestActor,Action,Adventure,Fantasy,Sci-Fi,Thriller
566,Brian De Palma,98,Nicolas Cage,Mike Starr,55585389,Snake Eyes,64121,John Heard,http://www.imdb.com/title/tt0120832/,tt0120832,241,English,USA,R,69000000,1998,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BZmIzNjU3MjUtM2YxOS00NGIzLWE4ZmItNDdhNmE1NDlmYTI4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
567,Barry Levinson,134,Peter Coyote,James Pickens Jr.,36976367,Sphere,81611,Huey Lewis,http://www.imdb.com/title/tt0120184/,tt0120184,274,English,USA,PG-13,75000000,1998,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMTBlM2UtNWE1Ni00ZDg4LTliODQtYTFhZWIwNTAyNTg3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,1,1
568,Clay Kaytis,97,Peter Dinklage,Josh Gad,107225164,The Angry Birds Movie,27130,Keegan-Michael Key,http://www.imdb.com/title/tt1985949/,tt1985949,126,English,USA,PG,73000000,2016,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MjU0NDA0OF5BMl5BanBnXkFtZTgwNTc0MTU3OTE@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
569,Andy Tennant,112,Matthew McConaughey,Ray Winstone,70224196,Fool's Gold,59352,Alexis Dziena,http://www.imdb.com/title/tt0770752/,tt0770752,138,English,USA,PG-13,70000000,2008,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NTQ2MDY4OF5BMl5BanBnXkFtZTcwOTAzMjU1MQ@@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
570,Judd Apatow,153,Adam Sandler,RZA,51814190,Funny People,100837,Maude Apatow,http://www.imdb.com/title/tt1201167/,tt1201167,301,English,USA,R,75000000,2009,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BNWU0ZDllZWEtNWI4ZC00YjIzLTk3YjMtZmE0MmFiNzg4MmRlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
571,Peter Berg,110,Jennifer Garner,Frances Fisher,47456450,The Kingdom,101386,Tim McGraw,http://www.imdb.com/title/tt0431197/,tt0431197,289,English,USA,R,70000000,2007,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MDIzOTYwMV5BMl5BanBnXkFtZTcwMTM5OTA1MQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
572,Adam McKay,122,Will Ferrell,Leslie Bibb,148213377,Talladega Nights: The Ballad of Ricky Bobby,130776,Gary Cole,http://www.imdb.com/title/tt0415306/,tt0415306,437,English,USA,PG-13,73000000,2006,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BNzAzOTk1OTIyM15BMl5BanBnXkFtZTcwNDIzNTQzMQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
573,Steve Carr,87,Raven-Symoné,Jeffrey Jones,112950721,Dr. Dolittle 2,33884,Kevin Pollak,http://www.imdb.com/title/tt0240462/,tt0240462,79,English,USA,PG,72000000,2001,4.6,https://images-na.ssl-images-amazon.com/images/M/MV5BYTZhMWZkYjgtNjE5MS00OWY4LWFmMWQtMDc4M2RlMjg4Y2NhXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
574,Mel Gibson,178,Mhairi Calvey,Patrick McGoohan,75600000,Braveheart,736638,James Robinson,http://www.imdb.com/title/tt0112573/,tt0112573,1065,English,USA,R,72000000,1995,8.4,https://images-na.ssl-images-amazon.com/images/M/MV5BODg4NzA0MTktOGU5ZS00ODlkLWE3ZmQtYjAzNjNmM2E3NmEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,1,10,1,1,0,0,0,0,0
575,Sam Mendes,125,Jake Gyllenhaal,Brian Geraghty,62647540,Jarhead,143525,James Morrison,http://www.imdb.com/title/tt0418763/,tt0418763,657,English,Germany,R,70000000,2005,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BYmMyNGM4NWItYjgwYS00N2Q2LWJmY2YtY2ViNWYwMzRhODlmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
576,David Silverman,87,Albert Brooks,Yeardley Smith,183132370,The Simpsons Movie,259083,Marcia Wallace,http://www.imdb.com/title/tt0462538/,tt0462538,763,English,USA,PG-13,75000000,2007,7.4,https://images-na.ssl-images-amazon.com/images/M/MV5BYWJmNWU0NzYtYTM0Mi00Zjc5LWIwZjItNmM3YTVjZjc3ODcyXkEyXkFqcGdeQXVyNDQ2OTk4MzI@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
577,Frank Darabont,152,Martin Landau,Hal Holbrook,27796042,The Majestic,45031,Jeffrey DeMunn,http://www.imdb.com/title/tt0268995/,tt0268995,376,English,USA,PG,72000000,2001,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BOTI2NjkzMTkxM15BMl5BanBnXkFtZTYwMzM2MjA5._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
578,Renny Harlin,116,Sylvester Stallone,Estella Warren,32616869,Driven,34435,Cristián de la Fuente,http://www.imdb.com/title/tt0132245/,tt0132245,346,English,USA,PG-13,72000000,2001,4.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5MDk4NzI0NF5BMl5BanBnXkFtZTYwNjU0Nzc5._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
579,Jean-Jacques Annaud,109,David Gant,Jean-Claude Dreyfus,18947630,Two Brothers,11798,Oanh Nguyen,http://www.imdb.com/title/tt0338512/,tt0338512,124,English,France,PG,59660000,2004,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BNTMzOTA3NDcxMl5BMl5BanBnXkFtZTcwMTY5NDUyMQ@@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
580,M. Night Shyamalan,108,Bryce Dallas Howard,Judy Greer,114195633,The Village,193770,William Hurt,http://www.imdb.com/title/tt0368447/,tt0368447,2003,English,USA,PG-13,60000000,2004,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMWExMWYxN2MtYmU1YS00Mjk5LWI3OTEtYTg3NDIwZTA2MTE2L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,2,0,0,0,0,0,0,1
581,Betty Thomas,85,Oliver Platt,Raven-Symoné,144156464,Doctor Dolittle,74343,Peter Boyle,http://www.imdb.com/title/tt0118998/,tt0118998,98,English,USA,PG-13,71500000,1998,5.3,https://images-na.ssl-images-amazon.com/images/M/MV5BNGVmYjI4ZjktMjVkNi00ZTRlLWJlYTMtNzMxYjQ0ZDIyZWNmXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_SX300.jpg,1,8,0,0,0,0,1,0,0
582,M. Night Shyamalan,106,Rory Culkin,Merritt Wever,227965690,Signs,271592,Cherry Jones,http://www.imdb.com/title/tt0286106/,tt0286106,2335,English,USA,PG-13,72000000,2002,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BNDUwMDUyMDAyNF5BMl5BanBnXkFtZTYwMDQ3NzM3._V1_SX300.jpg,0,0,0,0,0,0,0,1,1
583,Andrew Adamson,93,Rupert Everett,Jennifer Saunders,436471036,Shrek 2,314630,Conrad Vernon,http://www.imdb.com/title/tt0298148/,tt0298148,483,English,USA,PG,150000000,2004,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk4MTMwNjI4M15BMl5BanBnXkFtZTcwMjExMzUyMQ@@._V1_SX300.jpg,1,1,0,0,0,1,1,0,0
584,John Lasseter,117,John Ratzenberger,Cheech Marin,244052771,Cars,263853,George Carlin,http://www.imdb.com/title/tt0317219/,tt0317219,584,English,USA,G,120000000,2006,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NzY0MzA2MV5BMl5BanBnXkFtZTYwNDc3NTc2._V1_SX300.jpg,1,1,0,0,0,1,0,0,0
585,Garry Marshall,116,Julia Roberts,Christopher Meloni,152149590,Runaway Bride,74274,Hector Elizondo,http://www.imdb.com/title/tt0163187/,tt0163187,255,English,USA,PG,70000000,1999,5.5,https://images-na.ssl-images-amazon.com/images/M/MV5BYjg3MGIwYTctMDllOC00ZmQ5LThiNmYtYjYxNzEyNTA3ZjdlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
586,Rob Cohen,132,Vin Diesel,Eve,141204016,xXx,142569,Leila Arcieri,http://www.imdb.com/title/tt0295701/,tt0295701,737,English,USA,PG-13,70000000,2002,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BNzZjZmM1ZDctNDhlZi00Mzk1LWFjNWItYzIxNGY2OWYzYjJmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
587,Paul Tibbitt,92,Tim Conway,Billy West,162495848,The SpongeBob Movie: Sponge Out of Water,34359,Eddie Deezen,http://www.imdb.com/title/tt2279373/,tt2279373,133,English,USA,PG,74000000,2015,6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjYyNDczNTE0MF5BMl5BanBnXkFtZTgwNjkzNDYxMzE@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
588,Ron Howard,139,Lili Taylor,Delroy Lindo,136448821,Ransom,98989,Rene Russo,http://www.imdb.com/title/tt0117438/,tt0117438,158,English,USA,R,80000000,1996,6.6,https://images-na.ssl-images-amazon.com/images/M/MV5BZTc0ZjNkYTktMmJmOS00OTJlLTg1NWUtMzQ5ZGMxM2NhY2M0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
589,Quentin Tarantino,153,Michael Fassbender,Brad Pitt,120523073,Inglourious Basterds,885175,Christoph Waltz,http://www.imdb.com/title/tt0361748/,tt0361748,1527,English,USA,R,75000000,2009,8.3,https://images-na.ssl-images-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,1,8,1,1,0,1,0,0,0
590,Steven Spielberg,142,Robin Williams,Julia Roberts,119654900,Hook,182802,Bob Hoskins,http://www.imdb.com/title/tt0102057/,tt0102057,363,English,USA,PG,70000000,1991,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MzYzOTQyMF5BMl5BanBnXkFtZTcwNDM2NDU2MQ@@._V1_SX300.jpg,0,4,0,0,0,1,1,0,0
592,Renny Harlin,124,Bruce Willis,John Amos,117541000,Die Hard 2,269858,Franco Nero,http://www.imdb.com/title/tt0099423/,tt0099423,316,English,USA,R,70000000,1990,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMzMzYzk3ZTEtZDg0My00MTY5LWE3ZmQtYzNhYjhjN2RhZGRjL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
593,Clark Johnson,117,Jeremy Renner,Josh Charles,116643346,S.W.A.T.,119807,LL Cool J,http://www.imdb.com/title/tt0257076/,tt0257076,340,English,USA,PG-13,80000000,2003,6,https://images-na.ssl-images-amazon.com/images/M/MV5BNmIxYTVmMDEtNWU5NS00MWJhLWJjNmQtNjkxNWI3NmY4MzJlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
595,Cameron Crowe,141,Tom Cruise,Ivana Milicevic,100614858,Vanilla Sky,206776,Noah Taylor,http://www.imdb.com/title/tt0259711/,tt0259711,1248,English,USA,R,68000000,2001,6.9,https://images-na.ssl-images-amazon.com/images/M/MV5BYzFlMTJjYzUtMWFjYy00NjkyLTg1Y2EtYmZkMjdlOGQ1ZGYwL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,1,1,1
596,M. Night Shyamalan,110,Bryce Dallas Howard,Freddy Rodríguez,42272747,Lady in the Water,78635,Bob Balaban,http://www.imdb.com/title/tt0452637/,tt0452637,1040,English,USA,PG-13,70000000,2006,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyNTc0NTk5M15BMl5BanBnXkFtZTcwMDE5NzkyMw@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,1
597,Paul W.S. Anderson,109,Sanaa Lathan,Colin Salmon,80281096,AVP: Alien vs. Predator,143628,Raoul Bova,http://www.imdb.com/title/tt0370263/,tt0370263,1283,English,USA,PG-13,60000000,2004,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4MjIwMTcyMl5BMl5BanBnXkFtZTYwMTYwNDA3._V1_SX300.jpg,0,0,0,0,1,0,0,1,1
598,Betty Thomas,88,Amy Poehler,Bridgit Mendler,219613391,Alvin and the Chipmunks: The Squeakquel,31649,Jesse McCartney,http://www.imdb.com/title/tt1231580/,tt1231580,98,English,USA,PG,75000000,2009,4.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMjI0NTc3MjU5M15BMl5BanBnXkFtZTcwODM4Nzg2Mg@@._V1_SX300.jpg,0,0,0,0,0,0,1,0,0
599,Randall Wallace,124,Jon Hamm,Marc Blucas,78120196,We Were Soldiers,103241,Chris Klein,http://www.imdb.com/title/tt0277434/,tt0277434,742,English,USA,R,75000000,2002,7.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMDdmN2VmNmYtOGExNC00MmE4LTliOTUtOGMzMzFhMTNlOTM1L2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,0
600,Antoine Fuqua,119,Gerard Butler,Morgan Freeman,98895417,Olympus Has Fallen,203154,Radha Mitchell,http://www.imdb.com/title/tt2302755/,tt2302755,698,English,USA,R,70000000,2013,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BNTU0NmY4MWYtNzRlMS00MDkxLWJkODYtOTM3NGI2ZDc1NTJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
601,Jonathan Frakes,103,LeVar Burton,Jonathan Frakes,70117571,Star Trek: Insurrection,56741,Michael Dorn,http://www.imdb.com/title/tt0120844/,tt0120844,515,English,USA,PG,58000000,1998,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BNWEzZDI0NjEtY2FkMC00ZjQwLWI2YzgtZDEyMzMwZmRlZDlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,0,1,1
602,Jonathan Liebesman,116,Noel Fisher,Jim Parrack,83552429,Battle Los Angeles,154955,Ramon Rodriguez,http://www.imdb.com/title/tt1217613/,tt1217613,800,English,USA,PG-13,70000000,2011,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BMDg2NzQwOGMtMGRkNC00YjAwLTg4NjgtZWQwYzljZmM1YzA4XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,0,0,0,0,1,0,0,1,0
603,Tim Burton,125,Steve Buscemi,Alison Lohman,66257002,Big Fish,350698,Albert Finney,http://www.imdb.com/title/tt0319061/,tt0319061,816,English,USA,PG-13,70000000,2003,8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMzM3MzgyNV5BMl5BanBnXkFtZTcwMTI4MzUyMQ@@._V1_SX300.jpg,0,1,0,0,0,1,1,0,0
604,Mike Nichols,125,David Hyde Pierce,Peter Gerety,65012000,Wolf,43559,Ron Rifkin,http://www.imdb.com/title/tt0111742/,tt0111742,137,English,USA,R,70000000,1994,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjY3NTgxZGItMWU2Mi00OTQ0LTg2OGQtYWI3NzU4MTYxMTBlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
605,Steven Spielberg,146,Jeremy Irvine,Benedict Cumberbatch,79883359,War Horse,116159,Eddie Marsan,http://www.imdb.com/title/tt1568911/,tt1568911,488,English,USA,PG-13,66000000,2011,7.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMjExNzkxOTYyNl5BMl5BanBnXkFtZTcwODA0MjU4Ng@@._V1_SX300.jpg,1,6,0,0,0,0,0,0,0
606,George Clooney,118,Bill Murray,Matt Damon,78031620,The Monuments Men,102248,Bob Balaban,http://www.imdb.com/title/tt2177771/,tt2177771,403,English,USA,PG-13,70000000,2014,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMjMxMjk4NTM1M15BMl5BanBnXkFtZTgwNjg0MjQ3MDE@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
607,James Cameron,171,Michael Biehn,Todd Graff,54222000,The Abyss,131217,Mary Elizabeth Mastrantonio,http://www.imdb.com/title/tt0096754/,tt0096754,380,English,USA,PG-13,69500000,1989,7.6,https://images-na.ssl-images-amazon.com/images/M/MV5BYWMzMDNlMDQtMTYyYi00OTM3LTllZDYtYThhMTk5MzNhZTRhXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_SX300.jpg,0,4,0,0,0,1,0,1,1
608,Oliver Stone,136,Frank Langella,Austin Pendleton,52474616,Wall Street: Money Never Sleeps,84118,John Buffalo Mailer,http://www.imdb.com/title/tt1027718/,tt1027718,245,English,USA,PG-13,70000000,2010,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
609,Gary Shore,92,Dominic Cooper,Sarah Gadon,55942830,Dracula Untold,138582,Zach McGowan,http://www.imdb.com/title/tt0829150/,tt0829150,423,English,USA,PG-13,70000000,2014,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNzI1OTI4N15BMl5BanBnXkFtZTgwNTQ2NzEwMjE@._V1_SX300.jpg,0,0,0,0,1,0,1,0,0
610,Edward Zwick,116,Denzel Washington,Bruce Willis,40932372,The Siege,58023,Mark Valley,http://www.imdb.com/title/tt0133952/,tt0133952,281,English,USA,R,70000000,1998,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BZWFiOTFkNTYtMmUyNy00OTVjLTlhMjItN2QyZGMzNzY1NTZiXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
611,Matthew Vaughn,127,Henry Cavill,David Kelly,38345403,Stardust,212085,Nathaniel Parker,http://www.imdb.com/title/tt0486655/,tt0486655,492,English,UK,PG-13,70000000,2007,7.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMjkyMTE1OTYwNF5BMl5BanBnXkFtZTcwMDIxODYzMw@@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
612,Jean-Jacques Annaud,136,Brad Pitt,Mako,37901509,Seven Years in Tibet,96385,Victor Wong,http://www.imdb.com/title/tt0120102/,tt0120102,119,English,USA,PG-13,70000000,1997,7,https://images-na.ssl-images-amazon.com/images/M/MV5BYmM4ZDhhNmItMDEyZi00NDUyLTk3MzUtMzE5NTE1ZWM0N2UyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,0,0,0,0,0,1,0,0,0
613,Ron Howard,111,Channing Tatum,Clint Howard,48430355,The Dilemma,43709,Chelcie Ross,http://www.imdb.com/title/tt1578275/,tt1578275,141,English,USA,PG-13,70000000,2011,5.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMzg3MDUwMTI1OV5BMl5BanBnXkFtZTcwNzY0NDIxNA@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
614,Joel Schumacher,116,Anthony Hopkins,Brooke Smith,30157016,Bad Company,39659,Garcelle Beauvais,http://www.imdb.com/title/tt0280486/,tt0280486,189,English,USA,PG-13,70000000,2002,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTA5MTcwNl5BMl5BanBnXkFtZTYwMDMwNzI3._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
615,Andrzej Bartkowiak,113,Dwayne Johnson,Ben Daniels,28031250,Doom,88146,Dexter Fletcher,http://www.imdb.com/title/tt0419706/,tt0419706,814,English,UK,R,60000000,2005,5.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTgzNTEyNjAyNV5BMl5BanBnXkFtZTcwODk0ODIzMQ@@._V1_SX300.jpg,0,0,0,0,1,1,0,1,0
616,Betty Thomas,97,Gary Cole,Phill Lewis,33105600,I Spy,41663,Tate Taylor,http://www.imdb.com/title/tt0297181/,tt0297181,141,English,USA,PG-13,70000000,2002,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BN2YzMzc1MDUtYzE0OS00MWQwLWI0MTEtNWU1ZWM2NTI2NGIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,1,0,0,1
617,Måns Mårlind,88,Theo James,Stephen Rea,62321039,Underworld: Awakening,117096,Sandrine Holt,http://www.imdb.com/title/tt1496025/,tt1496025,271,English,USA,R,70000000,2012,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMjc0ODk0OF5BMl5BanBnXkFtZTcwMTc5NDQwNw@@._V1_SX300.jpg,0,0,0,0,1,0,1,0,0
618,Adam Shankman,136,James Martin Kelly,Shane Hartline,38509342,Rock of Ages,61995,Celina Beach,http://www.imdb.com/title/tt1336608/,tt1336608,356,English,USA,PG-13,75000000,2012,5.9,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NDQyODAzNF5BMl5BanBnXkFtZTcwMTg5MDA3Nw@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
619,Gregory Hoblit,125,Bruce Willis,Cole Hauser,19076815,Hart's War,43651,Rory Cochrane,http://www.imdb.com/title/tt0251114/,tt0251114,196,English,USA,R,60000000,2002,6.3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMDg5ODQ1OF5BMl5BanBnXkFtZTYwMjc2Nzc5._V1_SX300.jpg,0,0,0,0,0,0,0,0,0
620,Gary McKendry,116,Jason Statham,Robert De Niro,25093607,Killer Elite,105556,Ben Mendelsohn,http://www.imdb.com/title/tt1448755/,tt1448755,157,English,UK,R,35000000,2011,6.5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
621,John McTiernan,98,LL Cool J,Chris Klein,18990542,Rollerball,22264,Andrew Bryniarski,http://www.imdb.com/title/tt0246894/,tt0246894,289,English,USA,R,70000000,2002,3,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3OTk4NDE1OV5BMl5BanBnXkFtZTcwODAyOTY2NA@@._V1_SX300.jpg,0,0,0,0,1,0,0,1,0
622,Wych Kaosayananda,91,Talisa Soto,Sandrine Holt,14294842,Ballistic: Ecks vs. Sever,16761,Gregg Henry,http://www.imdb.com/title/tt0308208/,tt0308208,277,English,USA,R,70000000,2002,3.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkwMDk0OTcyMF5BMl5BanBnXkFtZTYwNzcxMDg5._V1_SX300.jpg,0,0,0,0,1,0,0,1,1
623,Mikael Salomon,97,Morgan Freeman,Minnie Driver,19819494,Hard Rain,26893,Randy Quaid,http://www.imdb.com/title/tt0120696/,tt0120696,126,English,USA,R,70000000,1998,5.8,https://images-na.ssl-images-amazon.com/images/M/MV5BZWVlYTJjNjEtNzY2Yy00YzA0LWEwMjMtOGFjNjIwYTk1ZDhjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
624,Bobby Farrelly,95,Ron Howard,Brandy Norwood,13596911,Osmosis Jones,25572,David Hyde Pierce,http://www.imdb.com/title/tt0181739/,tt0181739,123,English,USA,PG,70000000,2001,6.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk5NTg2NzM0OV5BMl5BanBnXkFtZTYwNTk5Mjg5._V1_SX300.jpg,0,0,0,0,1,1,1,0,0
625,Will Finn,88,Lea Michele,Oliver Platt,8460990,Legends of Oz: Dorothy's Return,5116,Jim Belushi,http://www.imdb.com/title/tt0884726/,tt0884726,54,English,USA,PG,70000000,2013,5.6,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ0Nzg3ODc1NF5BMl5BanBnXkFtZTgwNTYzNjQzMTE@._V1_SX300.jpg,0,0,0,0,0,1,1,0,0
626,Michael Mann,133,Chris Hemsworth,Archie Kao,7097125,Blackhat,38983,Brandon Molale,http://www.imdb.com/title/tt2717822/,tt2717822,207,English,USA,R,70000000,2015,5.4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NDUyMzk5NV5BMl5BanBnXkFtZTgwOTk1NzUxMzE@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
627,Kerry Conran,106,Angelina Jolie Pitt,Laurence Olivier,37760080,Sky Captain and the World of Tomorrow,72868,Bai Ling,http://www.imdb.com/title/tt0346156/,tt0346156,618,English,USA,PG,70000000,2004,6.1,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NDQzMDA1NF5BMl5BanBnXkFtZTcwNTU3ODAzMw@@._V1_SX300.jpg,0,0,0,0,1,1,0,1,1
628,Michael Caton-Jones,116,Charlotte Rampling,Indira Varma,5851188,Basic Instinct 2,31124,Neil Maskell,http://www.imdb.com/title/tt0430912/,tt0430912,313,English,UK,R,70000000,2006,4.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNzM3ODY3Nl5BMl5BanBnXkFtZTcwNzMyNDcyNA@@._V1_SX300.jpg,0,0,0,0,0,0,0,0,1
629,Mikael Håfström,115,Sylvester Stallone,50 Cent,25121291,Escape Plan,177653,Matt Gerald,http://www.imdb.com/title/tt1211956/,tt1211956,279,English,USA,R,50000000,2013,6.7,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk3OTcxMTEyNl5BMl5BanBnXkFtZTcwMDQ4MjQ2OQ@@._V1_SX300.jpg,0,0,0,0,1,0,0,1,1
630,Renny Harlin,99,Roxanne McKee,Luke Newberry,18821279,The Legend of Hercules,44891,Gaia Weiss,http://www.imdb.com/title/tt1043726/,tt1043726,202,English,USA,PG-13,70000000,2014,4.2,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMjEyODQxMV5BMl5BanBnXkFtZTgwMDQxMjE3MDE@._V1_SX300.jpg,0,0,0,0,1,1,1,0,0
631,Phil Alden Robinson,124,Morgan Freeman,Bruce McGill,118471320,The Sum of All Fears,86504,Philip Baker Hall,http://www.imdb.com/title/tt0164184/,tt0164184,568,English,USA,PG-13,68000000,2002,6.4,https://images-na.ssl-images-amazon.com/images/M/MV5BZmFiZDkyYWQtMGNkZi00YmZkLThjNzAtY2U1YTVmYmNlNThmL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,0,0,0,0,1,0,0,0,1
